reactant_xyz,product_xyz,barrier_kcal/mol
6456665890ad60348a662c68,6456665990ad60348a662c6b,603.332243624213
6456665d8f8105131a2c50c8,6456665e8f8105131a2c50cb,601.462615617415
645666c9a75a262bb00876f8,645666caa75a262bb00876fb,369.875844564297
645666f797a8f5272864e488,645666f797a8f5272864e48b,391.620444708948
645666fd137bab736c1dbea8,645666fd137bab736c1dbeab,384.532636696208
645667fbc8073f57b761a6e8,645667fcc8073f57b761a6eb,602.744236200115
645667fd484eb5799e671008,645667fd484eb5799e67100b,368.807895018681
645667fd8942363aa1248ae8,645667fd8942363aa1248aeb,368.927136548115
645667feb63db828556cdb48,645667feb63db828556cdb4b,602.919403234836
64566801d07e192d7a304578,64566801d07e192d7a30457b,372.87115685374
64566811ef417309bb390828,64566811ef417309bb39082b,604.030549863411
645668122fe2a24cf32cdf88,645668122fe2a24cf32cdf8b,604.21229745041
64566812ee67c96186623198,64566813ee67c9618662319b,603.918481199023
6456681488f28509162abdd8,6456681488f28509162abddb,604.460866891219
6456683012dfcb62f4390828,6456683012dfcb62f439082b,604.00148899559
645668340841f13c7b7b9258,645668340841f13c7b7b925b,603.847566453727
645668367a8daa5cc56c2b48,645668377a8daa5cc56c2b4b,603.966581665157
645668392684e044884b65f8,645668392684e044884b65fb,604.192038307577
64566843a37c7301815eb028,64566844a37c7301815eb02b,368.415473139936
64566843782b527b3a64e488,64566844782b527b3a64e48b,603.485964002578
6456684a92f6f22a5e304578,6456684a92f6f22a5e30457b,384.124058017711
64566acdb86bf867d04d91e8,64566aceb86bf867d04d91eb,603.527272826227
64566b400e29434238159878,64566b400e2943423815987b,603.750904483852
64566b42df1bcd613b6b0e18,64566b42df1bcd613b6b0e1b,604.003385656499
64566481eba1dd2e6c2c50c8,64566482eba1dd2e6c2c50cb,309.721097597716
64566487d2af5601ab1aaa18,64566488d2af5601ab1aaa1b,309.543996620071
645664a35f91c423f61dbea8,645664a45f91c423f61dbeab,308.556535441529
645664a4eba3e354345b5c28,645664a4eba3e354345b5c2b,309.787462089534
645664a7dbb4537dea0876f8,645664a8dbb4537dea0876fb,308.468851105048
645664e0bb7b522ec94609e8,645664e1bb7b522ec94609eb,309.647863486137
645664e17d0ce05e5b6cd4b8,645664e17d0ce05e5b6cd4bb,311.114866922591
645664e603f7d1667d3288b8,645664e603f7d1667d3288bb,311.156296256698
645664ebe860da59d50b39d8,645664ece860da59d50b39db,310.921761949315
645666d24ccbfc3205233638,645666d24ccbfc320523363b,309.905268783441
645666d28b2f186b585ede08,645666d28b2f186b585ede0b,306.154556139699
645666d3718ea80db21d80b8,645666d3718ea80db21d80bb,310.524672719882
645666e09d62b54d020876f8,645666e09d62b54d020876fb,309.4978211703
645666e867aa8004e7623198,645666e867aa8004e762319b,307.78524241283
645666ef206dc623da224148,645666ef206dc623da22414b,309.017928145644
6456670e4dede909ab111df8,6456670e4dede909ab111dfb,306.682952644675
645667272a16e244344efcb8,645667272a16e244344efcbb,308.629932596672
64566728c188a429a81f8bd8,64566729c188a429a81f8bdb,309.506060513229
6456672cfd8da421070b5358,6456672dfd8da421070b535b,309.435235822648
6456672e9ba5ac111e224148,6456672e9ba5ac111e22414b,309.801985828468
6456676589dffb2e614b65f8,6456676589dffb2e614b65fb,306.597801390231
64566769aacfa50a5c092928,64566769aacfa50a5c09292b,307.18606978895
6456676bc820a725a40b5358,6456676bc820a725a40b535b,307.517257664758
6456676f6be3017757530d68,6456676f6be3017757530d6b,308.459580203297
6456678547c7e2481b224148,6456678547c7e2481b22414b,315.882595206631
645667dd88138463142648b8,645667de88138463142648bb,307.66884771268
645667e4ac71553daf19eb68,645667e4ac71553daf19eb6b,308.687849280901
645668d90b408b11271f8bd8,645668d90b408b11271f8bdb,308.349457559122
645669404291577e5f3ae5e8,645669404291577e5f3ae5eb,316.657098958866
6456699544ee1f74ff61a6e8,6456699544ee1f74ff61a6eb,310.159686524706
6456699c4985d35c4c6b0e18,6456699c4985d35c4c6b0e1b,314.103270209673
64566a53ad734b65a66f2ca8,64566a54ad734b65a66f2cab,316.757381230291
64566a645d2ec414fd4d91e8,64566a645d2ec414fd4d91eb,308.802773176172
64566ad03563267efd068a18,64566ad03563267efd068a1b,460.878820765879
64566b034679670e0c4609e8,64566b044679670e0c4609eb,462.636008600065
64566b42584fa9060b5c0b08,64566b42584fa9060b5c0b0b,460.652346479845
6456649ac12b5e09ef763458,6456649ac12b5e09ef76345b,588.437832747969
6456649b3b558141844609e8,6456649b3b558141844609eb,591.525143594957
6456649b37dc9f631c6a6038,6456649b37dc9f631c6a603b,588.535586138232
645665713856045bef071028,645665723856045bef07102b,590.156220685889
6456657584d6e56b205ede08,6456657584d6e56b205ede0b,588.323333921102
645666fea54adb0176230d78,645666fea54adb0176230d7b,587.603596516011
6456670a07b3f3075664e488,6456670a07b3f3075664e48b,591.370535272588
645667153532014e3d493a78,645667153532014e3d493a7b,588.860944879662
6456671b3d17e756da324928,6456671b3d17e756da32492b,596.460254569827
64566728ee63ca5a7e40f1f8,64566729ee63ca5a7e40f1fb,593.217182543637
645667aca07d011b62493a78,645667ada07d011b62493a7b,589.443263371102
6456687ea6002a5f4d462278,6456687ea6002a5f4d46227b,592.398170271364
6456688cb868e512753eadd8,6456688cb868e512753eaddb,590.384099351707
645668942eb51374d9159878,645668942eb51374d915987b,591.356890025914
64566896bef101451a56ede8,64566896bef101451a56edeb,588.3302232322
6456689bae5e9722aa610ab8,6456689bae5e9722aa610abb,590.616238153301
6456689e0a38c747ab1f8bd8,6456689e0a38c747ab1f8bdb,588.217337249703
645668a75c81132cc2230d78,645668a75c81132cc2230d7b,590.246386644739
645668a87a2cac618156ede8,645668a87a2cac618156edeb,590.543112212223
645668a9893d6136b77ccc18,645668a9893d6136b77ccc1b,591.30523332052
645668a96141056dc8351d78,645668a96141056dc8351d7b,590.331649482932
645668a9376d1f04145fdac8,645668aa376d1f04145fdacb,591.388579544023
645668aab83501460e111df8,645668aab83501460e111dfb,590.781472922787
645668ae0dda0c52a9242a38,645668ae0dda0c52a9242a3b,589.920293551052
645668ae3fc8d17a476f2ca8,645668ae3fc8d17a476f2cab,588.827503628199
645668ae0fb9b37b944b65f8,645668ae0fb9b37b944b65fb,591.657948980616
645668aee291a0799632dfd8,645668aee291a0799632dfdb,587.801254368237
645668b2f530980c182cdf88,645668b2f530980c182cdf8b,590.342934405468
645668b980b69522fc56ede8,645668b980b69522fc56edeb,589.167258246725
645668b16e62d014b76aac68,645668b16e62d014b76aac6b,590.883457043154
645668bb4587245d397c7c48,645668bb4587245d397c7c4b,589.667894818998
645668bb86548f6ae67ccc18,645668bb86548f6ae67ccc1b,591.168761949772
645668bb627c9e44ec111df8,645668bb627c9e44ec111dfb,590.38656863412
645668bceb95ad40ef6b0e18,645668bceb95ad40ef6b0e1b,588.416089410231
645668be17b6d85640224148,645668be17b6d8564022414b,590.797743669168
645668c6acd5652c3732dfd8,645668c6acd5652c3732dfdb,589.512702323018
64566971513f342bf5111dfb,64566972513f342bf5111dfe,625.428032700948
64566a67a265456c154d303b,64566a68a265456c154d303e,625.692794648195
64566a7ce3f17863255fdacb,64566a7ce3f17863255fdace,625.437116667073
64566a7f1ff59e3e6230457b,64566a7f1ff59e3e6230457e,625.835643357653
645664c4ebe5c50f5d4dd53e,645664c4ebe5c50f5d4dd541,160.98383226052
645664c91cbc1305655eb031,645664c91cbc1305655eb02e,167.072838249123
645664da4999303f444b65fe,645664da4999303f444b6601,158.075395128604
645664e3da85c545656c2b51,645664e2da85c545656c2b4e,164.712190087677
645664f7b53fdf3a0a1aaa21,645664f7b53fdf3a0a1aaa1e,159.184344476606
645665904085e63ecd7cab8e,645665904085e63ecd7cab91,163.052271764079
64566595f6964b52d94b6a6e,64566595f6964b52d94b6a71,165.307861345135
64566596eb487d14262cdf8e,64566596eb487d14262cdf91,162.857828573596
645665e67488f8522d610abe,645665e67488f8522d610ac1,168.054255790056
6456666736d31e010e051b91,6456666736d31e010e051b8e,163.021591225467
6456668a51b0135df37ffa91,6456668a51b0135df37ffa8e,161.024248414255
6456668c69c7fe4a8d6cdb51,6456668c69c7fe4a8d6cdb4e,164.831022564205
6456699cbdd9582cb37c7c51,6456699cbdd9582cb37c7c4e,167.912601157801
645664aa06ea23230d763458,645664ab06ea23230d76345b,389.448210278029
645664add6e0ca1b701aaa18,645664add6e0ca1b701aaa1b,389.347729256204
645664cc02dafe59fa6cd4b8,645664cc02dafe59fa6cd4bb,389.110214744238
645664cde347c218d26b0e18,645664cde347c218d26b0e1b,388.019727384619
645664dcc446d549bf6aac68,645664ddc446d549bf6aac6b,256.495873309419
645667066587a525880b3f68,645667066587a525880b3f6b,388.991175115711
6456670f6881cd7bbc2b66b8,6456670f6881cd7bbc2b66bb,388.420670059877
645667290bda7817f1623198,6456672a0bda7817f162319b,388.133328028112
6456672a19d9790e4f5eb028,6456672a19d9790e4f5eb02b,389.018920345652
6456672cfbffe93ce52b66b8,6456672cfbffe93ce52b66bb,387.446418032608
6456672df232123b626c2b48,6456672df232123b626c2b4b,389.020921764113
64566737f5071c491b2eaab8,64566737f5071c491b2eaabb,389.4243373974
6456673f40779f1391623198,6456673f40779f139162319b,388.021484894101
645667e0039a9b7fd65c0b08,645667e0039a9b7fd65c0b0b,389.236344534477
645668ea69417457223dae58,645668ea69417457223dae5b,389.099087614247
645668f0946e4a69c164e488,645668f1946e4a69c164e48b,389.759413900685
645668f3eafd4d3fd05ede08,645668f4eafd4d3fd05ede0b,388.803139457164
645668f4fee26f14f356ede8,645668f4fee26f14f356edeb,387.717342815111
645668f5b689a303492cdf88,645668f5b689a303492cdf8b,389.417329938873
645668f65b9a3a0525068a18,645668f65b9a3a0525068a1b,388.811488020886
645668f8fbd75263c3230d78,645668f8fbd75263c3230d7b,389.120249141255
645668fab2e785579e462278,645668fbb2e785579e46227b,389.219398509628
64566902a6351323a63d7d88,64566902a6351323a63d7d8b,389.41952538175
6456698ff985c11994374198,6456698ff985c1199437419b,388.845307081736
64566a6323ba494eea112998,64566a6423ba494eea11299b,389.105320812881
64566a6617675153182b66b8,64566a6717675153182b66bb,389.587792865854
64566ad72cc83d40e92abdd8,64566ad72cc83d40e92abddb,389.005075561027
645664bac22a8f3f2c5b5c2b,645664bac22a8f3f2c5b5c2e,474.604260484398
645664d3fff69c05254ed2bb,645664d3fff69c05254ed2be,474.738867750416
64566586d5edc521704609eb,64566586d5edc521704609ee,474.803883785657
6456658b0969303746610abb,6456658b0969303746610abe,474.943901418738
645665cfbb99cc46e932dfdb,645665cfbb99cc46e932dfde,475.052471604918
645666d456325a6e1d28a81b,645666d456325a6e1d28a81e,316.508503818363
645666d579314061ae4efcbb,645666d579314061ae4efcbe,330.062319613987
645666e3467ee7524c4d91eb,645666e3467ee7524c4d91ee,325.42260937957
645666f4bc25c41601068a1b,645666f4bc25c41601068a1e,331.290791157306
645666f7f327b4480d0876fb,645666f7f327b4480d0876fe,325.61790454463
645666f8686f98606e0b535b,645666f8686f98606e0b535e,318.73072802502
6456676a8c8a7a386c5a852b,6456676a8c8a7a386c5a852e,317.635355135642
6456677acc76ee0fd01d80bb,6456677acc76ee0fd01d80be,319.633376375979
645667ae21cda0566b29342b,645667ae21cda0566b29342e,610.241088392425
645667b2d2e9c21b2c7c7c4b,645667b2d2e9c21b2c7c7c4e,475.180654273359
64566831fd2240666f46227b,64566831fd2240666f46227e,316.870398750243
645668f280323339267cab8b,645668f380323339267cab8e,475.187395243655
645668f754e54d7265662c6b,645668f754e54d7265662c6e,475.034670454836
64566909cf16db4b1c33a74b,64566909cf16db4b1c33a74e,475.235216356642
6456699589791b71222abddb,6456699589791b71222abdde,475.107014522047
645669b847fdab514819eb6b,645669b847fdab514819eb6e,317.468153341795
64566a1b8fd7c76405399e4b,64566a1b8fd7c76405399e4e,474.937944160079
64566acb1a26be32765a852b,64566acb1a26be32765a852e,428.392979452188
64566acf9c55dd16fc3eaddb,64566acf9c55dd16fc3eadde,319.88988532768
64566ad0b3f39a6dc662319b,64566ad0b3f39a6dc662319e,330.986397292995
64566ad1c514b411a12726bb,64566ad1c514b411a12726be,319.890501269843
64566b3f1dd6cc3476662c6b,64566b3f1dd6cc3476662c6e,318.439003246658
64566bbe28e11f751046227b,64566bbe28e11f751046227e,478.875412268806
64566499d9cff15b8d1aaa18,6456649ad9cff15b8d1aaa1b,591.104897196184
6456649c9e591b3d87248ae8,6456649d9e591b3d87248aeb,587.533379366069
6456649e04b6287870068a18,6456649e04b6287870068a1b,592.894714214667
645664a05c728f0f3340f1f8,645664a05c728f0f3340f1fb,591.399907262258
645664a059802331b84dd538,645664a059802331b84dd53b,589.980425106679
645664a244159510f52eaab8,645664a244159510f52eaabb,591.810821322536
645664b8ea1a7e6ac16aac68,645664b8ea1a7e6ac16aac6b,589.150039695
645666cc5469d64d17230d78,645666cc5469d64d17230d7b,589.987560427044
6456670048a83829bd051b88,6456670048a83829bd051b8b,587.891562629096
645667009162891c90071028,645667009162891c9007102b,589.164016542338
645667058c32c87bfb28a818,645667058c32c87bfb28a81b,586.71594055564
64566709a114a05f6e3dae58,64566709a114a05f6e3dae5b,591.825361077043
6456670dbcc27f6c5d750ef8,6456670dbcc27f6c5d750efb,592.65730997364
645667169b64a75577242a38,645667169b64a75577242a3b,588.474682948183
6456671db6bc692a15351d78,6456671db6bc692a15351d7b,590.468597381898
6456687c34c7e703e64609e8,6456687c34c7e703e64609eb,589.500522892722
6456687e459e1f0abc64e488,6456687e459e1f0abc64e48b,588.77981457785
64566887cd66733bed33a748,64566888cd66733bed33a74b,591.592415984485
6456688f3a63cc1325462278,6456688f3a63cc132546227b,590.97399083439
6456689084e16a40ec1dbea8,6456689184e16a40ec1dbeab,590.26804097813
645668966d2d6272ab4b6a68,645668976d2d6272ab4b6a6b,588.255674795403
6456689d42ff5a5f7a3288b8,6456689d42ff5a5f7a3288bb,590.637963112587
645668aa0539b943232abdd8,645668aa0539b943232abddb,589.033564129435
645668ae2094e42a1e530d68,645668af2094e42a1e530d6b,591.116766554924
645668b486259e248c159878,645668b586259e248c15987b,591.273340851361
645668b59c8e9d748a41e588,645668b69c8e9d748a41e58b,592.176432911694
645668bcd756877d77112998,645668bcd756877d7711299b,590.656669009873
645668c3122d50476c3eadd8,645668c4122d50476c3eaddb,590.321932771295
645668e0efd70a73cb610abb,645668e1efd70a73cb610abe,625.906928823398
64566a869121e1715240860b,64566a869121e1715240860e,625.831485353807
6456648cbb33bf73e8068a18,6456648cbb33bf73e8068a1b,114.008600146866
6456648dd3c30b21006aac68,6456648dd3c30b21006aac6b,113.967191291649
645664925e6b8c3d116b0e1b,645664925e6b8c3d116b0e18,113.936877010244
645664960b062663ef0876f8,645664960b062663ef0876fb,113.706480752778
645666689fd24c62664b6a68,645666699fd24c62664b6a6b,117.266930001582
645666faade14f23d15c0b08,645666faade14f23d15c0b0b,114.106159512564
645666fde3571362344b65fb,645666fde3571362344b65f8,112.882080692694
645664dbf6d1b261b50876fb,645664dcf6d1b261b50876fe,273.954998781415
645665d68071303dec07102b,645665d68071303dec07102e,272.221177106414
645665db48f2f3746a46227b,645665db48f2f3746a46227e,274.58788177046
64566631d1d4bb36742b66bb,64566631d1d4bb36742b66be,393.029057033467
64566636779be3191509292b,64566637779be3191509292e,397.810506441168
64566646daed1515ab12b09b,64566646daed1515ab12b09e,397.574650719853
6456665fd8b01c2c7c0b535e,6456665fd8b01c2c7c0b5361,497.097471178707
6456666e32034f6771351d7b,6456666e32034f6771351d7e,393.043072738221
645666e5ebc2d756294f734b,645666e5ebc2d756294f734e,272.175775128835
645666f8723eaa0fe1111dfb,645666f8723eaa0fe1111dfe,272.495589340127
645666f82be70e0fc34f734b,645666f82be70e0fc34f734e,272.667422252866
6456671eb3b93849cf07102b,6456671eb3b93849cf07102e,272.54482113406
6456672101e09b0c5841e58b,6456672101e09b0c5841e58e,272.465165312967
6456673300c0d30254610abb,6456673300c0d30254610abe,274.467768050002
645667a0235e3c381d242a3b,645667a0235e3c381d242a3e,273.099506504417
645667a123fd791c3776345b,645667a123fd791c3776345e,272.53913797753
6456680e5b95f4777312b09b,6456680e5b95f4777312b09e,392.869792124964
64566810f2bb7c7a5761a6eb,64566810f2bb7c7a5761a6ee,397.057099891283
64566814674fd631da6cdb4b,64566814674fd631da6cdb4e,395.823252112335
6456682e653327081f5c0b0b,6456682e653327081f5c0b0e,398.423679016747
6456683870cd3f1e431a562b,6456683870cd3f1e431a562e,400.47784945483
6456684a1bdb9717ce28a81e,6456684a1bdb9717ce28a821,497.038112832754
6456684c0f4f4f00be6aac6b,6456684c0f4f4f00be6aac6e,392.6085110651
6456684edde8bd041b62319e,6456684fdde8bd041b6231a1,496.690075550492
645668533866b13d7d32baeb,645668543866b13d7d32baee,396.395895375102
64566853fb661f64da230d7e,64566853fb661f64da230d81,496.771924976541
64566855eb9d50585b61a6eb,64566855eb9d50585b61a6ee,274.92580484051
6456685614955a75856c2b4b,6456685614955a75856c2b4e,274.024977010954
64566858ab5ab46055051b8b,64566858ab5ab46055051b8e,273.707741302796
